id	title1	title2	title3	hint1	hint2	hint3	explain
39	이사야 42장 3절~4절	시편 111편 7절~8절	마태복음 23장 23절	3) 상한 갈대를 꺾지 아니하며 꺼져가는 등불을 끄지 아니하고 진실로 정의를 시행할 것이며\n\n4) 그는 쇠하지 아니하며 낙담하지 아니하고 세상에 정의를 세우기에 이르리니 섬들이 그 교훈을 앙망하리라	7) 그의 손이 하는 일은 진실과 정의이며 그의 법도는 다 확실하니\n\n8) 영원무궁토록 정하신 바요 진실과 정의로 행하신 바로다	23) 화 있을진저 외식하는 서기관들과 바리새인들이여 너희가 박하와 회향과 근채의 십일조는 드리되 율법의 더 중한 바 정의와 긍휼과 믿음은 버렸도다 그러나 이것도 행하고 저것도 버리지 말아야 할지니라	○○는 올바른 마음. 또는 바른 뜻으로 하나님께서는 ○○를 사랑(시33:5)하시고, 그리스도는 ○○로 다스리시며(시45:7, 사9:7, 렘23:5) ○○를 요구(렘4:2, 암5:24)하신다.
40	로마서 1장 11절~12절	에베소서 5장19절~21절	고린도전서 2장 15절	11) 내가 너희 보기를 간절히 원하는 것은 어떤 신령한 은사를 너희에게 나누어 주어 너희를 견고하게 하려 함이니\n\n12)이는 곧 내가 너희 가운데서 너희와 나의 믿음으로 말미암아 피차 안위함을 얻으려 함이라	19) 시와 찬송과 신령한 노래들로 서로 화답하며 너희의 마음으로 주께 노래하며 찬송하며\n\n20) 범사에 우리 주 예수 그리스도의 이름으로 항상 아버지 하나님께 감사하며\n\n21) 그리스도를 경외함으로 피차 복종하라	15) 신령한 자는 모든 것을 판단하나 자기는 아무에게도 판단을 받지 아니하느니라	○○한 자는 성숙한 그리스도인을 가리키는 말(고전 2:13~15)이며, ○○한 자는 ○○한 일을 분별할 수 있고, 말씀이 마음 속에 풍성히 거하며(골3:16), 구원에 이르도록 자라게(벧전2:2) 한다.
41	시편 31편 2절~4절	요엘 3장 16절~17절	잠언 10장 29절	2) 내게 귀를 기울여 속히 건지시고 내게 견고한 바위와 구원하는 산성이 되소서\n\n3) 주는 나의 반석과 산성이시니 그러므로 주의 이름을 생각하셔서 나를 인도하시고 지도하소서\n\n4) 그들이 나를 위하여 비밀히 친 그물에서 빼내소서 주는 나의 산성이시니이다	16) 여호와께서 시온에서 부르짖고 예루살렘에서 목소리를 내시리니 하늘과 땅이 진동하리로다 그러나 여호와께서 그의 백성의 피난처, 이스라엘 자손의 산성이 되시리로다\n\n17) 그런즉 너희가 나는 내 성산 시온에 사는 너희 하나님 여호와인 줄 알 것이라 예루살렘이 거룩하리니 다시는 이방 사람이 그 가운데로 통행하지 못하리로다	29) 여호와의 도가 정직한 자에게는 산성이요 행악하는 자에게는 멸망이니라	성경의 ○○은 비유적 표현으로 여호와는 압제당하는 자의 ○○(시9:9)이시며, 기름부음 받은 자의 구원의 ○○이시고(시28:8), 여호와의 도가 정직한 자에게 ○○(잠10:29) 이며, 성도의 ○○(시18;2, 31:3,4)이시다.
42	로마서 9장 19절~20절	마가복음 11장24절~25절	에베소서 2장 1절	19) 혹 네가 내게 말하기를 그러면 하나님이 어찌하여 허물하시느냐 누가 그 뜻을 대적하느냐 하리니\n\n20) 이 사람아 네가 누구이기에 감히 하나님께 반문하느냐 지음을 받은 물건이 지은 자에게 어찌 나를 이같이 만들었느냐 말하겠느냐	24) 그러므로 내가 너희에게 말하노니 무엇이든지 기도하고 구하는 것은 받은 줄로 믿으라 그리하면 너희에게 그대로 되리라\n\n25) 서서 기도할 때에 아무에게나 혐의가 있거든 용서하라 그리하여야 하늘에 계신 너희 아버지께서도 너희 허물을 사하여 주시리라 하시니라	1) 그는 허물과 죄로 죽었던 너희를 살리셨도다	○○의 구체적인 예는 약속을 잊어(창40:23)버리거나, 여호와의 금령을 어기거나(레4:13, 22,27) 거짓증인이 되거나(레5:1), 무가치한 행동(삼상29:3) 혹은 부지중에 한 잘못(레5:2)과 비방(민12:1~12)하는 말을 가리킨다
43	마태복음 9장 9절~10절	마가복음 3장 16절~19절	누가복음 6장 15절	9) 예수께서 그 곳을 떠나 지나가시다가 마태라 하는 사람이 세관에 앉아 있는 것을 보시고 이르시되 나를 따르라 하시니 일어나 따르니라\n\n10) 예수께서 마태의 집에서 앉아 음식을 잡수실 때에 많은 세리와 죄인들이 와서 예수와 그의 제자들과 함께 앉았더니	16) 이 열둘을 세우셨으니 시몬에게는 베드로란 이름을 더하셨고\n\n17) 또 세베대의 아들 야고보와 야고보의 형제 요한이니 이 둘에게는 보아너게 곧 우레의 아들이란 이름을 더하셨으며\n\n18) 또 안드레와 빌립과 바돌로매와 마태와 도마와 알패오의 아들 야고보와 및 다대오와 가나나인 시몬이며\n\n19) 또 가룟 유다니 이는 예수를 판 자더라	15) 마태와 도마와 알패오의 아들 야고보와 셀롯이라는 시몬과	○○○음은 제자였던 세리 마태가 기록한 것으로 예수를 믿는 것은 구약을 부인하는 것이 아니라 구약에 나타난 계시가 지향하는 목표라는 것을 권위있게 설명하고 있다. 신약성서의 복음서들 중 처음에 위치한 것은 그것이 기독교적 사고의 한 부분을 차지하고 있기 때문이다.
44	누가복음 15장 13절~14절	마태복음 23장 25절	에베소서 4장 19절	"13) 그 후 며칠이 안 되어 둘째 아들이 재물을 다 모아 가지고 먼 나라에 가 거기서 허랑방탕하여 그 재산을 낭비하더니\n\n14) 다 없앤 후 그 나라에 크게 흉년이 들어 그가 비로소 궁핍한지라"	25) 화 있을진저 외식하는 서기관들과 바리새인들이여 잔과 대접의 겉은 깨끗이 하되 그 안에는 탐욕과 방탕으로 가득하게 하는도다	19) 그들이 감각 없는 자가 되어 자신을 방탕에 방임하여 모든 더러운 것을 욕심으로 행하되	○○의 특징은 술을 좋아하고 탐식(잠 23:20)하고, 안일하고 향략적이며(암6:4~7), 정욕대로 행하고(엡4;19), 재산을 허비하며(눅 15;13), 수치를 모르고(삼하 6:20), 마음이 둔하며(눅 21:34), 자혜가 없다(잠 12;11).
45	이사야 40장 10절~11절	창세기 15장 1절~2절	시편 127편 3절	10) 보라 주 여호와께서 장차 강한 자로 임하실 것이요 친히 그의 팔로 다스리실 것이라 보라 상급이 그에게 있고 보응이 그의 앞에 있으며\n\n11) 그는 목자 같이 양 떼를 먹이시며 어린 양을 그 팔로 모아 품에 안으시며 젖먹이는 암컷들을 온순히 인도하시리로다	1) 이 후에 여호와의 말씀이 환상 중에 아브람에게 임하여 이르시되 아브람아 두려워하지 말라 나는 네 방패요 너의 지극히 큰 상급이니라\n\n2) 아브람이 이르되 주 여호와여 무엇을 내게 주시려 하나이까 나는 자식이 없사오니 나의 상속자는 이 다메섹 사람 엘리에셀이니이다	"3) 보라 자식들은 여호와의 기업이요 태의 열매는 그의 상급이로다"	○○에 관하여는 은혜로 말미암은 행위의 공로를 인정할 수 없다는((고전15:10, 눅17:7) 주장도 있으나, 성경에 언급된 ○○의 종류는 핍박당하는 자의 상(마5:12), 선지자의 상(마10:41), 의인의 상(마10:41), 전도자의 상(고전 9:18), 유업의 상(골3:24), 큰상(히10:35), 일한 대로 상(고전 3;8, 14), 하나님이 위에서 부르신 부름의 상(빌3:14)이 있으며, 여호와의 ○○으로 태의 열매(시127:3), 의의 면류관(딤후4;8), 영광의 면류관(벧전5:4), 생명의 면류관(약1:12) 등이 있다. 상받을 자의 특징은 자제하고(고전9:24~27), 규칙에 따르고(딤후2;5), 상을 향하여 좇아가며(빌3:14), 시험을 참으며(약1:12), 예수를 바라보고(히12:1~2), 주의 나타나심을 사모(딤후4;8)한다.
46	창세기 37장 3절~4절	창세기 37장 32절~33절	사무엘하 13장 19절	3) 요셉은 노년에 얻은 아들이므로 이스라엘이 여러 아들들보다 그를 더 사랑하므로 그를 위하여 채색옷을 지었더니\n\n4)그의 형들이 아버지가 형들보다 그를 더 사랑함을 보고 그를 미워하여 그에게 편안하게 말할 수 없었더라	"그의 채색옷을 보내어 그의 아버지에게로 가지고 가서 이르기를 우리가 이것을 발견하였으니 아버지 아들의 옷인가 보소서 하매 아버지가 그것을 알아보고 이르되 내 아들의 옷이라 악한 짐승이 그를 잡아 먹었도다 요셉이 분명히 찢겼도다 하고"	19) 다말이 재를 자기의 머리에 덮어쓰고 그의 채색옷을 찢고 손을 머리 위에 얹고 가서 크게 울부짖으니라	○○○은 우월(탁월)함을 나타내고(창37:3), 노략의 대상이며(삿5;30), 처녀임을 나타(삼하13:19)냈다.
47	요한복음 20장 27절~28절	사도행전 1장 13절~14절	요한복음 11장 16절	27) 도마에게 이르시되 네 손가락을 이리 내밀어 내 손을 보고 네 손을 내밀어 내 옆구리에 넣어 보라 그리하여 믿음 없는 자가 되지 말고 믿는 자가 되라\n\n28) 도마가 대답하여 이르되 나의 주님이시요 나의 하나님이시니이다	13) 들어가 그들이 유하는 다락방으로 올라가니 베드로, 요한, 야고보, 안드레와 빌립, 도마와 바돌로매, 마태와 및 알패오의 아들 야고보, 셀롯인 시몬, 야고보의 아들 유다가 다 거기 있어\n\n14) 여자들과 예수의 어머니 마리아와 예수의 아우들과 더불어 마음을 같이하여 오로지 기도에 힘쓰더라	16) 디두모라고도 하는 도마가 다른 제자들에게 말하되 우리도 주와 함께 죽으러 가자 하니라	○○는 12제자 중 한사람으로 부활하신 예수께서 오셨을 때 자리에 없다가, 부활신앙에 대한 물적 증거를 요구(요20;25)하고, 다시 나타나셨을 때 신앙을 고백(요20:28)하였다.
48	레위기 16장 16절~17절	시편 28편 1절~2절	히브리서 9장 3절	16) 곧 이스라엘 자손의 부정과 그들이 범한 모든 죄로 말미암아 지성소를 위하여 속죄하고 또 그들의 부정한 중에 있는 회막을 위하여 그같이 할 것이요\n\n17) 그가 지성소에 속죄하러 들어가서 자기와 그의 집안과 이스라엘 온 회중을 위하여 속죄하고 나오기까지는 누구든지 회막에 있지 못할 것이며	1) 여호와여 내가 주께 부르짖으오니 나의 반석이여 내게 귀를 막지 마소서 주께서 내게 잠잠하시면 내가 무덤에 내려가는 자와 같을까 하나이다\n\n2) 내가 주의 지성소를 향하여 나의 손을 들고 주께 부르짖을 때에 나의 간구하는 소리를 들으소서	3) 또 둘째 휘장 뒤에 있는 장막을 지성소라 일컫나니	○○○는 여호와께서 거하시는 곳으로(출25:8) 지성소에는 증거궤(출26:33), 속죄소(출26:34), 만나 항아리(출16:33), 그룹들(출25;19), 아론의 지팡이(민17;10), 율법책(신31:26), 금향로(히9:4)가 있다.
49	역대하 34장 4절~5절	이사야 17장 8절~9절	역대하 14장 5절	4) 무리가 왕 앞에서 바알의 제단들을 헐었으며 왕이 또 그 제단 위에 높이 달린 태양상들을 찍고 또 아세라 목상들과 아로새긴 우상들과 부어 만든 우상들을 빻아 가루를 만들어 제사하던 자들의 무덤에 뿌리고\n\n5) 제사장들의 뼈를 제단 위에서 불살라 유다와 예루살렘을 정결하게 하였으며	8) 자기 손으로 만든 제단을 바라보지 아니하며 자기 손가락으로 지은 아세라나 태양상을 보지 아니할 것이며\n\n9) 그 날에 그 견고한 성읍들이 옛적에 이스라엘 자손 앞에서 버린 바 된 수풀 속의 처소와 작은 산 꼭대기의 처소 같아서 황폐하리니	5) 또 유다 모든 성읍에서 산당과 태양상을 없애매 나라가 그 앞에서 평안함을 누리니라	○○○은 일월성신을 우상화 한 것으로 아사가 제거(대하14:5) 했고, 요시야가 훼파(대하 34:7)하였으나, 예루살렘 멸망 때까지 숭배가 계속되었고(렘19;13), 결국 하나님께서 훼파하실 것(레26:30, 사27:9, 겔6:4, 겔6:6)이다.
50	히브리서 1장 3절	사도행전 12장 7절	누가복음 9장 29절	3) 이는 하나님의 영광의 광채시요 그 본체의 형상이시라 그의 능력의 말씀으로 만물을 붙드시며 죄를 정결하게 하는 일을 하시고 높은 곳에 계신 지극히 크신 이의 우편에 앉으셨느니라	7) 홀연히 주의 사자가 나타나매 옥중에 광채가 빛나며 또 베드로의 옆구리를 쳐 깨워 이르되 급히 일어나라 하니 쇠사슬이 그 손에서 벗어지더라	29) 기도하실 때에 용모가 변화되고 그 옷이 희어져 광채가 나더라	광채란 빛남으로 빛으로 비춤이다. 광채는 하나님의 광채(겔1:4, 겔 10:4, 겔 1:13)과 그리스도의 광채(히1:13, 사9:2, 요1:4~5, 눅9:29, 고;4, 행9:3~5, 행22:11, 마24;27)가 있으며, 성도의 광채(출34:29, 34:35, 시34:5, 행6:15, 고후4:5, 슥9:16, 단12:3)가 있다.
51	누가복음 15장 13절~14절	잠언 12장 11절	에베소서 4장 19절	13) 그 후 며칠이 안 되어 둘째 아들이 재물을 다 모아 가지고 먼 나라에 가 거기서 허랑방탕하여 그 재산을 낭비하더니\n\n14) 다 없앤 후 그 나라에 크게 흉년이 들어 그가 비로소 궁핍한지라	11) 자기의 토지를 경작하는 자는 먹을 것이 많거니와 방탕한 것을 따르는 자는 지혜가 없느니라	19) 그들이 감각 없는 자가 되어 자신을 방탕에 방임하여 모든 더러운 것을 욕심으로 행하되	○○○○한 탕자의 비유(눅 15;12~24)에서 인간을 향한 하나님의 사랑을 잘 보여주고 있다.
52	마태복음 6장 19절 20절	창세기 24장 52절~53절	누가복음 12장 34절	19) 너희를 위하여 보물을 땅에 쌓아 두지 말라 거기는 좀과 동록이 해하며 도둑이 구멍을 뚫고 도둑질하느니라\n\n20) 오직 너희를 위하여 보물을 하늘에 쌓아 두라 거기는 좀이나 동록이 해하지 못하며 도둑이 구멍을 뚫지도 못하고 도둑질도 못하느니라	52) 아브라함의 종이 그들의 말을 듣고 땅에 엎드려 여호와께 절하고\n\n53) 은금 패물과 의복을 꺼내어 리브가에게 주고 그의 오라버니와 어머니에게도 보물을 주니라	34) 너희 보물 있는 곳에는 너희 마음도 있으리라	보물의 특징은 도둑맞기 쉬우며(마6:19), 마음을 빼앗기고(마6;21), 범죄를 유발하는 요소가 되며(겔22:25), 자랑하게(사39:2) 한다.
53	마가복음 15장 17절~20절	잠언 31장 21~22절	누가복음 16장 19절	17) 예수에게 자색 옷을 입히고 가시관을 엮어 씌우고\n\n18) 경례하여 이르되 유대인의 왕이여 평안할지어다 하고\n\n19) 갈대로 그의 머리를 치며 침을 뱉으며 꿇어 절하더라\n\n20) 희롱을 다 한 후 자색 옷을 벗기고 도로 그의 옷을 입히고 십자가에 못 박으려고 끌고 나가니라	21) 자기 집 사람들은 다 홍색 옷을 입었으므로 눈이 와도 그는 자기 집 사람들을 위하여 염려하지 아니하며\n\n22) 그는 자기를 위하여 아름다운 이불을 지으며 세마포와 자색 옷을 입으며	19) 한 부자가 있어 자색 옷과 고운 베옷을 입고 날마다 호화롭게 즐기더라	○○○은 왕 또는 고관의 신분을 상징(삿8:26, 단5;7, 단 5:29)하고, 우상을 왕과 같이 섬기며(렘10:9), 번영과 영화(에1:6 아3;10, 겔27;7, 겔27:16)을 상징하나, 예수의 십자가 고난 때에 희롱의 방법(막15:17~20)으로도 사용되었다.
54	창세기 21장 1절~3절	베드로전서 3장 5절~6절	히브리서 11장 11절	1) 여호와께서 말씀하신 대로 사라를 돌보셨고 여호와께서 말씀하신 대로 사라에게 행하셨으므로\n\n2) 사라가 임신하고 하나님이 말씀하신 시기가 되어 노년의 아브라함에게 아들을 낳으니\n\n3) 아브라함이 그에게 태어난 아들 곧 사라가 자기에게 낳은 아들을 이름하여 이삭이라 하였고	5) 전에 하나님께 소망을 두었던 거룩한 부녀들도 이와 같이 자기 남편에게 순종함으로 자기를 단장하였나니\n\n6) 사라가 아브라함을 주라 칭하여 순종한 것 같이 너희는 선을 행하고 아무 두려운 일에도 놀라지 아니하면 그의 딸이 된 것이니라	11) 믿음으로 사라 자신도 나이가 많아 단산하였으나 잉태할 수 있는 힘을 얻었으니 이는 약속하신 이를 미쁘신 줄 알았음이라	사○의 뜻은 왕비, 여지배자이다. 그녀는 아브라함의 아내였고(창11:29), 본래 이름은 사래(창12:5)였다. 하나님께서는 열국의 어미가 될 것이라는 약속과 함께 그이 이름을 바꿔주셨다(창17:15). 그녀는 이삭을 낳았고(창21;3), 믿음의 여인(히11:11)이었고, 아브라함을 주라 칭하며 복종하였다(벧전 3:6).
55	느헤미아 3장 25절~27절	역대하 33장 14절	역대하 27장 3절	25) 우새의 아들 발랄은 성 굽이 맞은편과 왕의 윗 궁에서 내민 망대 맞은편 곧 시위청에서 가까운 부분을 중수하였고 그 다음은 바로스의 아들 브다야가 중수하였고\n\n26) （그 때에 느디님 사람은 오벨에 거주하여 동쪽 수문과 마주 대한 곳에서부터 내민 망대까지 이르렀느니라）\n\n27) 그 다음은 드고아 사람들이 한 부분을 중수하여 내민 큰 망대와 마주 대한 곳에서부터 오벨 성벽까지 이르렀느니라	14) 그 후에 다윗 성 밖 기혼 서쪽 골짜기 안에 외성을 쌓되 어문 어귀까지 이르러 오벨을 둘러 매우 높이 쌓고 또 유다 모든 견고한 성읍에 군대 지휘관을 두며	3) 그가 여호와의 전 윗문을 건축하고 또 오벨 성벽을 많이 증축하고	○○은 유다의 요담왕이 이곳에 성을 증축(대하27:3, 대하33:14)하였고, 느디님 사람들이 거한 곳(느3;26~27)이다.
65	아가 1장 1절	아가 1장 1절	아가 1장 1절	1) 솔로몬의 아가라	1) 솔로몬의 아가라	1) 솔로몬의 아가라	○○서의 문학 장르는 사랑의 시가이다. 솔로문의 시가로 그리스도의 은혜(아2;3~5), 그리스도의 증거(아2:8~11), 그리스도의 사랑(아8:6)을 묘사하고 있다.
57	야고보서 2장 2절	누가복음 15장 21절~22절	출애붑기 35장 22절	1) 내 형제들아 영광의 주 곧 우리 주 예수 그리스도에 대한 믿음을 너희가 가졌으니 사람을 차별하여 대하지 말라\n\n2) 만일 너희 회당에 금 가락지를 끼고 아름다운 옷을 입은 사람이 들어오고 또 남루한 옷을 입은 가난한 사람이 들어올 때에\n\n3) 너희가 아름다운 옷을 입은 자를 눈여겨 보고 말하되 여기 좋은 자리에 앉으소서 하고 또 가난한 자에게 말하되 너는 거기 서 있든지 내 발등상 아래에 앉으라 하면\n\n4) 너희끼리 서로 차별하며 악한 생각으로 판단하는 자가 되는 것이 아니냐	21) 아들이 이르되 아버지 내가 하늘과 아버지께 죄를 지었사오니 지금부터는 아버지의 아들이라 일컬음을 감당하지 못하겠나이다 하나\n\n22) 아버지는 종들에게 이르되 제일 좋은 옷을 내어다가 입히고 손에 가락지를 끼우고 발에 신을 신기라	22) 곧 마음에 원하는 남녀가 와서 팔찌와 귀고리와 가락지와 목걸이와 여러 가지 금품을 가져다가 사람마다 여호와께 금 예물을 드렸으며	○락○는 손가락에 치장으로 끼는 고리이다. 성경에서는 사무 인장으로 끼(창41;42)었고, 보증물이나 증표로(에3:10, 12, 에8:2~10)로 사용되었다.
58	잠언 5장 17절~19절	사무엘하 22장 34절~35절	시편 29편 9절	17) 그 물이 네게만 있게 하고 타인과 더불어 그것을 나누지 말라\n\n18) 네 샘으로 복되게 하라 네가 젊어서 취한 아내를 즐거워하라\n\n19) 그는 사랑스러운 암사슴 같고 아름다운 암노루 같으니 너는 그의 품을 항상 족하게 여기며 그의 사랑을 항상 연모하라	34) 나의 발로 암사슴 발 같게 하시며 나를 나의 높은 곳에 세우시며\n\n35) 내 손을 가르쳐 싸우게 하시니 내 팔이 놋 활을 당기도다	9) 여호와의 소리가 암사슴을 낙태하게 하시고 삼림을 말갛게 벗기시니 그의 성전에서 그의 모든 것들이 말하기를 영광이라 하도다	성경에서 ○○○는 활기(삼하22:34, 시18:33, 합3;19)와 젊어서 취한 아내(잠5;19) 등의 상징적 의미가 있다.
66	시편 127편 1절~3절	시편 130편 5절~6절	시편 141편 3절	1) 여호와께서 집을 세우지 아니하시면 세우는 자의 수고가 헛되며 여호와께서 성을 지키지 아니하시면 파수꾼의 깨어 있음이 헛되도다\n\n2) 너희가 일찍이 일어나고 늦게 누우며 수고의 떡을 먹음이 헛되도다 그러므로 여호와께서 그의 사랑하시는 자에게는 잠을 주시는도다\n\n3) 보라 자식들은 여호와의 기업이요 태의 열매는 그의 상급이로다	5) 나 곧 내 영혼은 여호와를 기다리며 나는 주의 말씀을 바라는도다\n\n6) 파수꾼이 아침을 기다림보다 내 영혼이 주를 더 기다리나니 참으로 파수꾼이 아침을 기다림보다 더하도다	3) 여호와여 내 입에 파수꾼을 세우시고 내 입술의 문을 지키소서	○○○의 뜻은 망을 보는 사람이다. 성경에서 비유 및 상징적 용법으로 쓰인 예는 1) 말의 자제(시141:3), 2) 선지자(겔33:7), 3) 영적 갈망(시130:5~6), 4) 교회지도자들(히13:7), 5) 이스라엘(호9:8) 등으로 쓰였다.
60	요한복음 9장 5절~7절	요한복음 9장 10절~11절	느헤미아 3장 15절	5) 내가 세상에 있는 동안에는 세상의 빛이로라\n\n6) 이 말씀을 하시고 땅에 침을 뱉어 진흙을 이겨 그의 눈에 바르시고\n\n7) 이르시되 실로암 못에 가서 씻으라 하시니 （실로암은 번역하면 보냄을 받았다는 뜻이라） 이에 가서 씻고 밝은 눈으로 왔더라	10) 그들이 묻되 그러면 네 눈이 어떻게 떠졌느냐\n\n11) 대답하되 예수라 하는 그 사람이 진흙을 이겨 내 눈에 바르고 나더러 실로암에 가서 씻으라 하기에 가서 씻었더니 보게 되었노라	15) 샘문은 미스바 지방을 다스리는 골호세의 아들 살룬이 중수하여 문을 세우고 덮었으며 문짝을 달고 자물쇠와 빗장을 갖추고 또 왕의 동산 근처 셀라 못 가의 성벽을 중수하여 다윗 성에서 내려오는 층계까지 이르렀고	○○○은 예루살렘 동남쪽에 있는 연못(요9:7)으로 “보냄을 받았다”는 뜻이다. 셀라(느3:15)라도고 표기되었다.
61	아가서 1장 12절~14절	아가서 4장 13절~14절	아가서 1장 14절	12) 왕이 침상에 앉았을 때에 나의 나도 기름이 향기를 뿜어냈구나\n\n13) 나의 사랑하는 자는 내 품 가운데 몰약 향주머니요\n\n14) 나의 사랑하는 자는 내게 엔게디 포도원의 고벨화 송이로구나	13) 네게서 나는 것은 석류나무와 각종 아름다운 과수와 고벨화와 나도풀과\n\n14) 나도와 번홍화와 창포와 계수와 각종 유향목과 몰약과 침향과 모든 귀한 향품이요	14) 나의 사랑하는 자는 내게 엔게디 포도원의 고벨화 송이로구나	○○화는 향기로운 꽃이 피는 관목이다. 성경에는 술람미 여인이 그의 사랑을 이 꽃에 비교(아1:14)하였고, 술람미 여인에게서 나는 것 중에 ○○하를 포함(아4:13)시키고 있다.
62	욥기 10장 14절~16절	잠언 12장 26절~27절	에스겔 13장 18절	14) 내가 범죄하면 주께서 나를 죄인으로 인정하시고 내 죄악을 사하지 아니하시나이다\n\n15) 내가 악하면 화가 있을 것이오며 내가 의로울지라도 머리를 들지 못하는 것은 내 속에 부끄러움이 가득하고 내 환난을 내 눈이 보기 때문이니이다\n\n16) 내가 머리를 높이 들면 주께서 젊은 사자처럼 나를 사냥하시며 내게 주의 놀라움을 다시 나타내시나이다	26) 의인은 그 이웃의 인도자가 되나 악인의 소행은 자신을 미혹하느니라\n\n27) 게으른 자는 그 잡을 것도 사냥하지 아니하나니 사람의 부귀는 부지런한 것이니라	18) 이르기를 주 여호와의 말씀에 사람의 영혼을 사냥하려고 손목마다 부적을 꿰어 매고 키가 큰 자나 작은 자의 머리를 위하여 수건을 만드는 여자들에게 화 있을진저 너희가 어찌하여 내 백성의 영혼은 사냥하면서 자기를 위하여는 영혼을 살리려 하느냐	○○이란 산이나 들의 짐승을 잡는 일이다. 성경에서 교훈으로 쓰이는 구절은 1) 주께서 머리를 높이 드는 자를 사자처럼 ○○하신다(욥10:16), 2) 새가 그룰 치는 것을 보면 헛일(잠1:17)이다. 3) 음란한 계집은 귀한 생명을 ○○한다(잠6:26), 4) 게으른 자는 잡을 것도 ○○하지 않는다(잠12:27), 5) 새가 올무에 걸림같이 인생도 재앙의 날에 올무에 걸린다(전9:12), 6) 여호와께서 포수로 하여금 이스라엘을 ○○하게 하신다(렘16:16), 7) 사람의 영혼을 ○○하려는 자들에게 화가 있다(겔13:18).
63	마태복음 11장 15절~17절	누가복음 18장 13절	요한계시록 15장 6절	15) 귀 있는 자는 들을지어다\n\n16) 이 세대를 무엇으로 비유할까 비유하건대 아이들이 장터에 앉아 제 동무를 불러\n\n17) 이르되 우리가 너희를 향하여 피리를 불어도 너희가 춤추지 않고 우리가 슬피 울어도 너희가 가슴을 치지 아니하였다 함과 같도다	13) 세리는 멀리 서서 감히 눈을 들어 하늘을 쳐다보지도 못하고 다만 가슴을 치며 이르되 하나님이여 불쌍히 여기소서 나는 죄인이로소이다 하였느니라	6) 일곱 재앙을 가진 일곱 천사가 성전으로부터 나와 맑고 빛난 세마포 옷을 입고 가슴에 금 띠를 띠고	○○은 동물 특히, 포유 동물의 몸통의 배와 목 사이의 앞 부분을 말하나, 심장 도는 폐를 이미하기도 하고, 마음이나 생각을 나타내기도 한다. 성경에서 상징적으로 쓰인 예는 1) 열왕의 ○○(사60:16), 2) 위로하는 자의 ○○(사60:11), 3) 일곱 천사의 ○○(계15:6), 4) 메데와 바사의 ○○(단2:32)으로 쓰였다.
64	창49장 28절~29절	여호수아 14장 3절~4절	창세기 35장 23절~26절	28) 이들은 이스라엘의 열두 지파라 이와 같이 그들의 아버지가 그들에게 말하고 그들에게 축복하였으니 곧 그들 각 사람의 분량대로 축복하였더라\n\n29) 그가 그들에게 명하여 이르되 내가 내 조상들에게로 돌아가리니 나를 헷 사람 에브론의 밭에 있는 굴에 우리 선조와 함께 장사하라	3) 이는 두 지파와 반 지파의 기업은 모세가 요단 저쪽에서 주었음이요 레위 자손에게는 그들 가운데에서 기업을 주지 아니하였으니\n\n4) 이는 요셉의 자손이 므낫세와 에브라임의 두 지파가 되었음이라 이 땅에서 레위 사람에게 아무 분깃도 주지 아니하고 다만 거주할 성읍들과 가축과 재산을 위한 목초지만 주었으니	23) 레아의 아들들은 야곱의 장자 르우벤과 그 다음 시므온과 레위와 유다와 잇사갈과 스불론이요\n\n24) 라헬의 아들들은 요셉과 베냐민이며\n\n25) 라헬의 여종 빌하의 아들들은 단과 납달리요\n\n26) 레아의 여종 실바의 아들들은 갓과 아셀이니 이들은 야곱의 아들들이요 밧단아람에서 그에게 낳은 자더라	○○란, 종파에서 갈라져 나온 파로서, 이스라엘의 ○○는 야곱의 열 두 아들로부터 유래(창35;23~26)하였으나, 에브라임과 므낫세가 요셉과 레위를 대신해서 12○○에 속하게 되었다(수14:3~4)
56	에베소서 5장 25절~27절	요한계시록 19장 7절~8절	요한계시록 21장 9절	25) 남편들아 아내 사랑하기를 그리스도께서 교회를 사랑하시고 그 교회를 위하여 자신을 주심 같이 하라\n\n26) 이는 곧 물로 씻어 말씀으로 깨끗하게 하사 거룩하게 하시고\n\n27) 자기 앞에 영광스러운 교회로 세우사 티나 주름 잡힌 것이나 이런 것들이 없이 거룩하고 흠이 없게 하려 하심이라	7) 우리가 즐거워하고 크게 기뻐하며 그에게 영광을 돌리세 어린 양의 혼인 기약이 이르렀고 그의 아내가 자신을 준비하였으므로\n\n8) 그에게 빛나고 깨끗한 세마포 옷을 입도록 허락하셨으니 이 세마포 옷은 성도들의 옳은 행실이로다 하더라	9) 일곱 대접을 가지고 마지막 일곱 재앙을 담은 일곱 천사 중 하나가 나아와서 내게 말하여 이르되 이리 오라 내가 신부 곧 어린 양의 아내를 네게 보이리라 하고	○내란 결혼한 여자를 그 남편에게 상대하여 이르는 말로서 성경에서 ○내는 이스라엘과 여호와의 관계(렘3:1), 예루살렘과 여호아의 관계(겔16:32), 그리스도와 교회와의 관계(엡5:25~29, 엡5:33, 계19:7, 계21:9)를 상징적으로 표현하고 있다.
